,1d,1d_prc,prc_volume
1992,2.51,0.016824184,-0.10133425900000001
1993,2.56,0.01716508,0.194524908
1994,-2.02,-0.013140775,-0.04955317
1995,0.76,0.005035113,0.292441672
1996,-1.6,-0.010437051999999999,0.033514916
1997,0.23,0.0015184520000000002,0.397587696
1998,-0.57,-0.003743351,0.5447241279999999
1999,1.51,0.010053932,0.085499319
2000,-0.24,-0.001579571,-0.22602211600000002
2001,-0.17,-0.025796662,-0.40279608100000003
2002,0.16,0.025559105,-0.304849542
2003,0.35,0.057660626,-0.37890193299999997
2004,0.31,0.050736498,-0.012466561999999999
2005,0.02,0.003125,-0.168481963
2006,0.09,0.014218008999999998,0.26796103
2007,0.02,0.003125,0.067739858
2008,-0.25,-0.037481258999999996,-0.0603595
2009,-0.3,-0.044642857,0.263068867
2010,-0.24,-0.036036036,0.759033895
2011,0.04,0.006269591999999999,0.63074175
2012,0.15,0.023923445,0.390288925
2013,0.11,0.017432647,0.481172285
