,company,date,30d,7d,prc_30d,prc_7d,std_30d,std_7d,open_price,high,low,close,volume,neg,neu,pos,compound
0,BEN,2020-05-19,1.4600000000000009,-1.7899999999999991,0.08328579577866517,-0.10211066742726747,1.096523093572061,0.8368811146154512,18.01,18.17,17.62,17.7,3688600.0,0.17,0.536,0.295,0.34
1,BEN,2020-05-28,2.09,0.75,0.1117049706039551,0.04008551576696953,0.6221211794375446,0.4807286136688768,19.26,19.27,18.59,18.67,3708100.0,0.1055,0.6605000000000001,0.23399999999999999,0.09334999999999996
2,BEN,2020-05-29,1.93,1.370000000000001,0.10104712041884814,0.07172774869109952,0.6007792558716674,0.7170774016799029,18.4,18.84,18.23,18.63,7218700.0,0.262,0.738,0.0,-0.5994
3,BEN,2020-06-02,0.5399999999999991,-0.08000000000000185,0.02898550724637677,-0.004294149221685553,0.6108770418291378,0.2174664725116653,19.34,19.85,19.34,19.54,3229400.0,0.414,0.446,0.14,-0.6486
4,BEN,2020-06-04,1.4499999999999993,0.4399999999999977,0.0742067553735926,0.02251791197543489,0.6982559907164623,0.3868203717489548,20.67,21.33,20.24,21.31,3309700.0,0.0,0.551,0.449,0.6908
5,BEN,2020-06-09,3.09,3.1700000000000017,0.13788487282463185,0.14145470771976806,1.4127841534811625,1.302048386197687,23.19,23.47,22.58,23.34,3708700.0,0.077,0.7993333333333333,0.12366666666666665,0.010900000000000002
6,BEN,2020-06-11,4.02,2.52,0.1722365038560411,0.10796915167095114,1.9796880466135969,1.3105914695281675,20.81,21.51,20.49,20.58,3446800.0,0.0,0.47200000000000003,0.528,0.8834
7,BEN,2020-06-12,4.469999999999999,0.9400000000000012,0.2008988764044944,0.042247191011236016,2.0848658744115203,1.012684551081926,21.47,21.65,20.83,21.51,3698000.0,0.067,0.6920000000000001,0.24100000000000002,0.3994
8,BEN,2020-06-15,3.98,-2.41,0.18503021850302187,-0.11204091120409113,2.033359871842919,1.3499074042318613,20.97,22.37,20.74,21.94,4422600.0,0.0,0.7070000000000001,0.293,0.4404
9,BEN,2020-06-16,3.41,-2.41,0.1585309158530916,-0.11204091120409113,2.0133086439754915,1.3499074042318613,22.85,22.85,21.84,22.2,3276100.0,0.0,0.826,0.174,0.2732
10,BEN,2020-06-17,3.84,-1.3999999999999986,0.17502278942570645,-0.06381039197812208,2.0091590280512888,1.0111033577236308,22.19,22.68,22.0,22.21,2278400.0,0.0,0.716,0.284,0.35875
11,BEN,2020-06-18,4.099999999999998,-0.05000000000000071,0.1846846846846846,-0.0022522522522522843,2.0133991632252632,0.6892967430649886,21.94,22.68,21.78,22.27,3199900.0,0.0,0.648,0.35200000000000004,0.4215
12,BEN,2020-06-19,4.510000000000002,1.6300000000000026,0.20306168392615945,0.07339036470058544,2.003068836037534,0.6814469898678848,22.77,22.77,21.67,21.67,13766200.0,0.085,0.569,0.34650000000000003,0.4253
13,BEN,2020-06-23,2.9600000000000013,-0.2699999999999996,0.1365943700969082,-0.012459621596677413,1.6499914938643052,0.251336427920824,21.79,21.85,21.24,21.27,3635000.0,0.0,0.664,0.336,0.765
14,BEN,2020-06-24,2.7,-0.7899999999999991,0.12610929472209245,-0.03689864549276035,1.6077878722347867,0.3880979257867783,21.22,21.22,20.46,20.55,4216900.0,0.0,0.648,0.35200000000000004,0.4215
15,BEN,2020-06-25,2.5599999999999987,-0.9400000000000012,0.1203573107663375,-0.04419370004701464,1.5675892926644373,0.4563770371085733,20.48,21.02,20.25,20.81,2661100.0,0.0,0.7085,0.2915,0.44015
16,BEN,2020-06-29,1.150000000000002,-1.629999999999999,0.05813953488372104,-0.08240647118301309,1.316606026331123,0.6499076857523685,20.04,20.23,19.87,20.18,3282000.0,0.0,0.648,0.35200000000000004,0.4215
17,BEN,2020-06-30,0.5400000000000027,-1.629999999999999,0.027300303336703875,-0.08240647118301309,1.1940037688382734,0.6499076857523685,20.04,20.83,20.01,20.7,5676700.0,0.0,0.7004999999999999,0.2995,0.32735
18,BEN,2020-07-01,0.9400000000000012,-1.09,0.04658077304261651,-0.05401387512388503,1.1963900064857818,0.5724246675327674,20.74,20.74,19.92,19.94,2999200.0,0.128,0.561,0.311,0.3818
19,BEN,2020-07-02,1.4600000000000009,0.14999999999999858,0.07053140096618361,0.0072463768115941345,1.1768136045016904,0.42229136860703104,20.48,20.73,20.05,20.12,2559600.0,0.0,0.4920000000000001,0.508,0.6369
20,BEN,2020-07-06,-2.289999999999999,-0.05999999999999873,-0.11381709741550693,-0.002982107355864748,1.1323664089907146,0.3263433774416136,20.67,20.97,20.5,20.66,2316100.0,0.0785,0.7090000000000001,0.2125,0.09505
21,BEN,2020-07-08,-3.2600000000000016,-0.03999999999999915,-0.1577928363988384,-0.0019361084220715949,1.1220914448146888,0.3827531841800919,20.49,20.96,20.36,20.86,2681900.0,0.2,0.8,0.0,-0.25
22,BEN,2020-07-13,-0.6800000000000033,0.16999999999999815,-0.032645223235717884,0.00816130580892934,0.8019410662163464,0.35379372521286945,21.05,21.12,20.5,20.59,3632700.0,0.0765,0.6695,0.254,0.32730000000000004
23,BEN,2020-07-14,-1.110000000000003,0.16999999999999815,-0.05328852616418642,0.00816130580892934,0.8133459159222282,0.35379372521286945,20.55,20.85,20.33,20.76,2194800.0,0.067,0.6895,0.2435,0.34
24,BEN,2020-07-16,-1.1799999999999995,-0.09999999999999787,-0.05684007707129093,-0.0048169556840076035,0.7760986068915776,0.3513545218152164,21.3,21.84,21.14,21.31,1700800.0,0.0,0.726,0.27399999999999997,0.5267
25,BEN,2020-07-21,-0.35999999999999943,0.460000000000001,-0.017102137767220874,0.02185273159144897,0.509432088341104,0.3821387182686407,20.54,21.26,20.51,21.26,3827300.0,0.034,0.6148,0.3514,0.5056200000000001
26,BEN,2020-07-22,-1.0100000000000016,-0.360000000000003,-0.04950980392156872,-0.01764705882352956,0.4995353103793455,0.4433621544516401,21.18,21.33,20.78,20.91,2890800.0,0.0,0.8,0.2,0.4588
27,BEN,2020-07-23,-0.14999999999999858,-0.259999999999998,-0.007055503292568136,-0.012229539040451456,0.50432604722021,0.4296161077054728,20.75,20.98,20.47,20.8,4056100.0,0.0,0.509,0.491,0.8625
28,BEN,2020-07-28,0.4200000000000017,0.20000000000000284,0.020388349514563187,0.009708737864077808,0.4369451368668367,0.3253920712002684,20.76,20.79,19.78,20.56,7233300.0,0.0,0.7086666666666667,0.2913333333333333,0.4326666666666667
29,BEN,2020-07-30,0.37999999999999895,-0.3500000000000014,0.01848249027237349,-0.017023346303502017,0.4221785900596591,0.19728152473052304,20.69,20.86,20.47,20.67,3363700.0,0.0,0.648,0.35200000000000004,0.4215
30,BEN,2020-07-31,0.4200000000000017,0.3200000000000003,0.01988636363636372,0.015151515151515162,0.4152297126720511,0.24819347291981736,20.62,21.06,20.5,21.05,13424200.0,0.0,0.847,0.153,0.2023
31,BEN,2020-08-05,0.8099999999999987,0.91,0.03772706101537023,0.04238472286911971,0.37435277479938617,0.3663741257239651,21.37,22.24,21.37,22.18,3199400.0,0.0,0.606,0.39399999999999996,0.4404
32,BEN,2020-08-11,1.7199999999999989,0.8399999999999999,0.0770954728821156,0.03765127745405647,0.5280410669834804,0.4647364844726521,22.71,23.26,22.56,22.67,3962000.0,0.0,0.8015000000000001,0.1985,0.3442500000000001
33,BEN,2020-08-12,1.7899999999999991,1.1699999999999982,0.07998212689901693,0.05227882037533504,0.5822824547784836,0.479197245401097,23.02,23.29,21.79,22.01,3520900.0,0.0,0.841,0.159,0.1779
34,BEN,2020-08-13,2.0800000000000023,0.490000000000002,0.09175121305690348,0.0216144684605206,0.6498299810942891,0.29911536236041103,21.81,22.22,21.67,21.88,2031400.0,0.134,0.634,0.23199999999999998,0.34
35,BEN,2020-08-20,1.3200000000000005,-0.2900000000000027,0.06077348066298344,-0.013351749539594969,0.6624956097216289,0.11562871615649868,21.45,21.56,21.17,21.17,2058500.0,0.0,0.84,0.16,0.2732
36,BEN,2020-08-21,0.41000000000000014,-0.2099999999999973,0.01892016612828796,-0.009690816797415656,0.6210103832496651,0.11414902540100745,21.12,21.32,20.79,20.99,2795800.0,0.085,0.569,0.34650000000000003,0.4253
37,BEN,2020-08-25,-0.030000000000001137,-0.8100000000000023,-0.001429252024773756,-0.03858980466889006,0.5903290786100847,0.3646230930700911,21.77,21.88,21.4,21.46,1218900.0,0.07,0.44299999999999995,0.48700000000000004,0.9042
38,BEN,2020-09-01,-0.14000000000000054,-0.240000000000002,-0.006563525550867351,-0.01125175808720122,0.4471462141650148,0.1116691542011492,20.87,21.12,20.75,21.02,1952400.0,0.0,0.69,0.31,0.5423
39,BEN,2020-09-02,-0.41000000000000014,-0.4000000000000021,-0.019468186134852808,-0.018993352326685763,0.4585619343328093,0.1471393896956224,21.0,21.87,20.92,21.77,3627400.0,0.0,0.53,0.47,0.7269
40,BEN,2020-09-03,-0.4499999999999993,-0.28000000000000114,-0.021408182683158864,-0.01332064700285448,0.4692641840785152,0.15865055940651507,21.79,22.2,21.39,21.52,2798100.0,0.0,0.789,0.21100000000000002,0.34
41,D,2020-07-06,-1.5800000000000125,2.0499999999999967,-0.01933667849712412,0.025088728429812704,1.9075563728994944,0.9638940121541704,78.45000000000003,79.92000000000002,72.44000000000005,72.72000000000001,26851600.0,0.08259090909090909,0.5932727272727273,0.3241363636363637,0.30004090909090914
42,D,2020-07-07,-3.6700000000000017,2.0499999999999967,-0.04491494309142089,0.025088728429812718,1.946130213273908,0.9638940121541699,70.90999999999998,73.77,70.65999999999998,73.34000000000002,12917200.0,0.08183333333333333,0.6926666666666667,0.2255,0.31706666666666666
43,D,2020-07-08,-12.659999999999995,-7.5,-0.17409240924092406,-0.10313531353135312,2.8567086324170896,4.240089425157602,73.15,74.82,72.94,74.33,6569000.0,0.0,0.7040000000000001,0.29600000000000004,0.40775
44,D,2020-07-10,-10.510000000000003,-7.3799999999999955,-0.14139647517825918,-0.0992869635409659,3.5473307872660698,4.176302192131213,72.49,73.51,72.13,72.71,4969200.0,0.0,0.812,0.188,0.2846
45,D,2020-07-13,-9.460000000000008,-0.010000000000005116,-0.13010590015128606,-0.00013753266400777216,3.962397300678094,0.6813589362443265,72.75,73.46,72.38,72.81,5048300.0,0.149,0.708,0.14300000000000002,0.03605
46,D,2020-07-14,-10.350000000000009,-0.010000000000005116,-0.1423463072479715,-0.00013753266400777216,4.019776476867413,0.6813589362443265,73.13,73.6,72.47,73.05,4871600.0,0.16699999999999998,0.5329999999999999,0.3,0.25
47,D,2020-07-15,-10.25,-0.5300000000000011,-0.1407773657464634,-0.007279219887378123,4.178372227756187,0.666535820492792,73.77,74.93,73.04,74.56,5791900.0,0.0,0.507,0.493,0.7003
48,D,2020-07-16,-10.010000000000003,-1.2800000000000011,-0.13702943189596176,-0.017522245037645462,4.277232304946294,0.6658828725834592,74.6,76.26,74.5,76.04,4807300.0,0.0,0.732,0.268,0.49305
49,D,2020-07-17,-9.36,1.6599999999999966,-0.12553648068669526,0.02226394849785403,4.251604963058628,0.7671570895194817,76.21,78.17,76.13,77.65,4768700.0,0.28600000000000003,0.7140000000000001,0.0,-0.4215
50,D,2020-07-20,-3.0999999999999943,4.840000000000003,-0.039922730199613565,0.0623309723116549,3.7636203175581926,2.045597712161414,77.27,77.57,76.26,76.63,3298600.0,0.0,0.69,0.31,0.5423
51,D,2020-07-21,-4.61999999999999,4.840000000000003,-0.0594977462974886,0.0623309723116549,3.782073288895005,2.045597712161414,76.78,77.96,76.53,77.29,3241200.0,0.1115,0.6114999999999999,0.27699999999999997,0.2623
52,D,2020-07-22,-5.6400000000000015,3.5799999999999983,-0.0736004175910218,0.046717995563095374,3.683782952632423,1.8055553162393023,77.02,78.99,76.39,78.61,4793700.0,0.141,0.8590000000000001,0.0,-0.3182
53,D,2020-07-23,-4.979999999999991,2.730000000000004,-0.0644326562297838,0.0353215163669298,3.59054379751936,1.2162359968361414,78.71,80.27,78.53,79.64,4838400.0,0.0,0.7020000000000001,0.298,0.6249
54,D,2020-07-24,-3.2099999999999937,2.569999999999993,-0.04083449942755367,0.03269304159776101,3.417808682544444,0.9822830549286692,79.81,80.96,79.15,79.46,4312000.0,0.0,0.72,0.28,0.47685
55,D,2020-07-27,0.7199999999999989,2.8299999999999983,0.009061162849232305,0.03561540397684368,3.1626319402475014,1.3269250167209892,79.6,80.25,78.65,79.27,2603800.0,0.0,0.69,0.31,0.5423
56,D,2020-07-30,1.4300000000000068,2.480000000000004,0.017634726846713612,0.030583302503391342,3.247027285145012,0.9123212153622232,80.96,81.1,79.96,80.56,3604700.0,0.0,0.7130000000000001,0.28700000000000003,0.42255
57,D,2020-07-31,1.0700000000000074,1.6500000000000057,0.013162750645835984,0.020297699594046075,3.334406351104452,0.9609630586031956,80.64,81.22000000000001,78.95,80.07,4843100.0,0.025,0.6223333333333334,0.35266666666666663,0.3242333333333334
58,D,2020-08-03,7.349999999999994,0.7999999999999972,0.09179467965530157,0.009991257649556605,3.170116883118283,0.816075976855101,79.83,80.02,78.52,79.38,2355500.0,0.0,0.818,0.182,0.4404
59,D,2020-08-04,7.349999999999994,0.7999999999999972,0.09179467965530157,0.009991257649556605,3.170116883118283,0.816075976855101,79.16,80.28,79.1,79.92,3081600.0,0.0,0.778,0.222,0.4588
60,D,2020-08-05,6.6599999999999975,-1.710000000000008,0.08390022675736958,-0.021541950113378783,3.1446657782891423,0.7766401998351666,80.04,80.04,78.03,78.77,3142400.0,0.0,0.505,0.495,0.5994
61,D,2020-08-06,7.200000000000002,-1.3700000000000043,0.09009009009009013,-0.0171421421421422,3.138857707132916,0.7203679615307762,78.42,78.94,78.02,78.69,2720300.0,0.0,0.7805,0.2195,0.2616
62,D,2020-08-12,6.359999999999999,-0.75,0.08033345964380446,-0.0094732853353543,2.4181375162755,0.5421070005082045,77.87,79.56,77.73,78.64,3920300.0,0.052000000000000005,0.8109999999999999,0.13699999999999998,0.1417
63,D,2020-08-14,5.5900000000000025,-0.04999999999999717,0.07108341810783321,-0.0006358087487283463,2.0293314532589664,0.7570336848516079,78.35,78.53,77.69,77.92,2067200.0,0.0,0.5815,0.4185,0.5224500000000001
64,D,2020-08-17,0.269999999999996,-1.25,0.0034650924024640147,-0.016042094455852154,1.2157942730107407,0.6041771263462414,77.51,78.36,77.18,77.75,2749000.0,0.0,0.741,0.259,0.2732
65,D,2020-08-18,1.2900000000000065,-1.25,0.016555441478439504,-0.016042094455852154,1.2041825137062037,0.6041771263462414,77.75,78.08,76.86,77.26,3421000.0,0.0,0.46299999999999997,0.537,0.5859
66,D,2020-08-27,-1.7000000000000028,0.5499999999999972,-0.02191568905504709,0.007090369988397541,1.291196968084116,0.5554727716099142,77.55,77.98,76.94,77.08,3339500.0,0.0,0.632,0.368,0.8519
67,D,2020-08-28,-3.9300000000000064,0.37999999999999545,-0.05093312597200631,0.0049248315189216645,1.3292439181502385,0.531384982851416,77.08,77.25,76.45,77.1,2992400.0,0.12300000000000001,0.877,0.0,-0.1027
68,D,2020-09-03,-2.4799999999999898,-0.2599999999999909,-0.032249674902470604,-0.003381014304291169,0.9430191222531308,0.22338307903688764,78.84,79.75,78.36,78.99,4558200.0,0.226,0.452,0.32299999999999995,0.3612
69,DD,2020-04-20,6.810000000000002,0.03999999999999915,0.17958860759493675,0.0010548523206750828,3.05406011039317,1.3593270393838286,38.44,40.19,37.92,39.27,7998800.0,0.355,0.645,0.0,-0.29600000000000004
70,DD,2020-04-22,11.140000000000004,1.2800000000000011,0.28367710720651906,0.03259485612426792,3.1132516424911247,1.6968058227151408,39.56,39.94,38.86,39.41,3728500.0,0.0,0.8240000000000001,0.17600000000000002,0.4927
71,DD,2020-04-23,10.489999999999998,3.4600000000000013,0.2716209218021749,0.08959088555152774,3.1372713348659262,1.7882757058127257,39.7,41.5,39.55,40.73,5083600.0,0.259,0.741,0.0,-0.4215
72,DD,2020-04-27,7.980000000000004,2.1499999999999986,0.1926605504587157,0.051907291163689,3.0975472045169106,1.1482813244148846,41.77,43.78,41.58,43.32,5664900.0,0.27,0.73,0.0,-0.5719
